tbl,quart,origincity,destcity,origin,destination,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,numrecs
Table 6,20074,28670,63680,"Flint, Michigan, USA","Newport News/Wmsburg, Virginia, USA",556,10,141.3293478,FL,79.34782609,132.0876712,FL,79.34782609,132.0876712,3346
Table 6,20074,28670,63760,"Flint, Michigan, USA","New York, New York, USA",539,70.97826087,154.3827106,NW,54.05819296,156.5267422,AA,31.85298622,142.6527885,3347
Table 6,20074,28670,66600,"Flint, Michigan, USA","Orlando, Florida, USA",1011,283.6956522,124.0567701,FL,79.96168582,114.0636033,FL,79.96168582,114.0636033,3348
Table 6,20074,28670,69380,"Flint, Michigan, USA","Pensacola, Florida, USA",882,36.30434783,141.3199102,FL,65.56886228,132.9150685,FL,65.56886228,132.9150685,3349
Table 6,20074,28670,69880,"Flint, Michigan, USA","Philadelphia, Pennsylvania, USA",490,22.06521739,169.1367488,NW,78.32512315,165.7506918,CO,9.359605911,158.8331579,3350
Table 6,20074,28670,69980,"Flint, Michigan, USA","Phoenix, Arizona, USA",1663,45.32608696,197.6456355,NW,51.79856115,199.37625,FL,14.62829736,163.5677049,3351
Table 6,20074,28670,74830,"Flint, Michigan, USA","Raleigh/Durham, North Carolina, USA",556,24.23913044,156.2470852,NW,58.29596413,154.7261539,FL,30.94170404,142.9681159,3352
Table 6,20074,28670,78460,"Flint, Michigan, USA","St. Louis, Missouri, USA",453,17.93478261,168.2106667,NW,53.33333333,160.8885227,NW,53.33333333,160.8885227,3353
Table 6,20074,28670,79360,"Flint, Michigan, USA","San Antonio, Texas, USA",1235,22.39130435,176.8549515,NW,45.63106796,165.813617,DL,20.87378641,158.3197674,3354
Table 6,20074,28670,79520,"Flint, Michigan, USA","San Diego, California, USA",1945,28.91304348,215.1964662,DL,28.19548872,204.9917333,FL,19.54887218,154.4011539,3355
Table 6,20074,28670,79830,"Flint, Michigan, USA","San Francisco, California, USA",2056,25,218.4915217,NW,23.91304348,230.1334546,FL,23.04347826,180.9720755,3356
Table 6,20074,28670,82080,"Flint, Michigan, USA","Sarasota/Bradenton, Florida, USA",1076,35,134.4225155,FL,77.01863354,120.1501613,FL,77.01863354,120.1501613,3357
Table 6,20074,28670,82340,"Flint, Michigan, USA","Savannah, Georgia, USA",760,16.52173913,144.1463158,FL,49.34210526,125.662,FL,49.34210526,125.662,3358
Table 6,20074,28670,82630,"Flint, Michigan, USA","Seattle, Washington, USA",1888,19.45652174,262.5315643,NW,44.69273743,241.404375,NW,44.69273743,241.404375,3359
Table 6,20074,28670,87870,"Flint, Michigan, USA","Tampa, Florida, USA",1036,182.3913044,124.5239035,FL,82.41954708,116.7536876,FL,82.41954708,116.7536876,3360
Table 6,20074,28670,96460,"Flint, Michigan, USA","Washington, D.C., USA",451,20.76086957,162.8532461,NW,83.2460733,151.9241509,NW,83.2460733,151.9241509,3361
Table 6,20074,28670,97160,"Flint, Michigan, USA","West Palm Beach, Florida, USA",1141,26.08695652,147.960875,FL,65.41666667,133.5186624,FL,65.41666667,133.5186624,3362
Table 6,20074,28670,97500,"Flint, Michigan, USA","Wichita, Kansas, USA",810,11.08695652,170.8285294,AA,50,170.5931373,FL,32.35294118,164.3715152,3363
Table 6,20074,28760,63760,"Florence, South Carolina, USA","New York, New York, USA",556,18.04347826,180.8327711,US,66.86746988,188.0479279,DL,28.91566265,162.5375,3364
Table 6,20074,28760,69880,"Florence, South Carolina, USA","Philadelphia, Pennsylvania, USA",463,10.10869565,195.975914,US,90.32258065,196.527381,DL,8.602150538,191.17625,3365
Table 6,20074,29167,48880,"Fort Collins/Loveland, Co, USA","Las Vegas, Nevada, USA",628,151.3043478,96.25482759,G4,100,96.25482759,G4,100,96.25482759,3366
Table 6,20074,29420,29830,"Ft. Lauderdale, Florida, USA","Ft. Wayne, Indiana, USA",1067,21.84782609,170.9627861,G4,51.74129353,106.22375,G4,51.74129353,106.22375,3367
Table 6,20074,29420,30270,"Ft. Lauderdale, Florida, USA","Fresno, California, USA",2432,15.43478261,289.2587324,AA,43.66197183,284.1887097,AA,43.66197183,284.1887097,3368
Table 6,20074,29420,33290,"Ft. Lauderdale, Florida, USA","Grand Rapids, Michigan, USA",1198,86.73913044,193.0145489,NW,47.49373434,196.2622691,DL,27.31829574,186.0488532,3369
Table 6,20074,29420,33410,"Ft. Lauderdale, Florida, USA","Green Bay, Wisconsin, USA",1346,23.26086957,226.6312617,NW,56.07476636,235.64575,DL,15.88785047,217.1979412,3370
Table 6,20074,29420,33460,"Ft. Lauderdale, Florida, USA","Greensboro/High Point, Nc, USA",690,102.173913,166.2892979,DL,44.25531915,166.7969952,G4,15.53191489,96.4360274,3371
Table 6,20074,29420,33530,"Ft. Lauderdale, Florida, USA","Greenville/Spartanburg, Sc, USA",620,72.17391304,153.1007078,G4,65.96385542,88.19666667,G4,65.96385542,88.19666667,3372
Table 6,20074,29420,34290,"Ft. Lauderdale, Florida, USA","Gulfport/Biloxi, Mississippi, USA",620,151.3043478,135.5503951,FL,93.3908046,130.2997462,FL,93.3908046,130.2997462,3373
Table 6,20074,29420,35390,"Ft. Lauderdale, Florida, USA","Harlingen, Texas, USA",1086,22.17391304,239.8391177,WN,72.54901961,240.7712162,CO,25.49019608,236.7065385,3374
Table 6,20074,29420,35420,"Ft. Lauderdale, Florida, USA","Harrisburg, Pennsylvania, USA",993,45.54347826,203.8056325,US,79.9522673,203.8144776,DL,13.60381862,171.5570175,3375
Table 6,20074,29420,35510,"Ft. Lauderdale, Florida, USA","Hartford, Ct/Springfield, Ma, USA",1173,482.6086957,199.7708063,DL,70.58558559,201.5794831,WN,14.43693694,185.2107488,3376
Table 6,20074,29420,37320,"Ft. Lauderdale, Florida, USA","Houston, Texas, USA",965,664.7826087,173.5405821,CO,67.34793983,177.8917286,WN,24.5912361,158.3084907,3377
Table 6,20074,29420,37550,"Ft. Lauderdale, Florida, USA","Huntsville, Alabama, USA",710,32.06521739,195.5069153,DL,56.61016949,224.9848503,G4,18.30508475,89.97814815,3378
Table 6,20074,29420,38490,"Ft. Lauderdale, Florida, USA","Indianapolis, Indiana, USA",1005,357.9347826,146.818597,FL,55.6635287,130.351353,FL,55.6635287,130.351353,3379
Table 6,20074,29420,38530,"Ft. Lauderdale, Florida, USA","Indio/Palm Springs, California, USA",2233,21.30434783,276.8131122,US,33.67346939,265.6363636,CO,20.40816327,205.3095,3380
Table 6,20074,29420,40080,"Ft. Lauderdale, Florida, USA","Jackson/Vicksburg, Mississippi, USA",737,46.73913044,182.0955814,WN,41.62790698,170.3563687,WN,41.62790698,170.3563687,3381
Table 6,20074,29420,40140,"Ft. Lauderdale, Florida, USA","Jacksonville, Florida, USA",318,733.5869565,101.4253193,WN,99.51103867,100.8304765,WN,99.51103867,100.8304765,3382
Table 6,20074,29420,40160,"Ft. Lauderdale, Florida, USA","Jacksonville, North Carolina, USA",622,11.73913044,174.6478704,US,67.59259259,175.4869863,DL,25.92592593,147.7175,3383
Table 6,20074,29420,41900,"Ft. Lauderdale, Florida, USA","Kalamazoo, Michigan, USA",1156,11.41304348,227.8402857,NW,55.23809524,245.8258621,DL,39.04761905,206.6865854,3384
Table 6,20074,29420,42650,"Ft. Lauderdale, Florida, USA","Kansas City, Missouri, USA",1242,368.9130435,162.7049705,YX,48.55627578,160.2784102,FL,11.96228639,141.3614039,3385
Table 6,20074,29420,44550,"Ft. Lauderdale, Florida, USA","Killeen, Texas, USA",1127,10.97826087,207.3343564,CO,59.40594059,197.8035,CO,59.40594059,197.8035,3386
Table 6,20074,29420,45540,"Ft. Lauderdale, Florida, USA","Knoxville, Tennessee, USA",708,107.5,180.7627604,DL,35.59150657,209.3930398,G4,35.3892821,115.9019714,3387
Table 6,20074,29420,48400,"Ft. Lauderdale, Florida, USA","Lansing, Michigan, USA",1179,16.63043478,178.5292811,NW,86.2745098,179.4302273,DL,10.45751634,165.009375,3388
Table 6,20074,29420,48880,"Ft. Lauderdale, Florida, USA","Las Vegas, Nevada, USA",2174,937.826087,187.9552956,NK,33.88966157,128.0413646,NK,33.88966157,128.0413646,3389
Table 6,20074,29420,49850,"Ft. Lauderdale, Florida, USA","Lexington/Frankfort, Kentucky, USA",864,45.32608696,199.1784413,DL,50.59952038,190.4813744,DL,50.59952038,190.4813744,3390
Table 6,20074,29420,50670,"Ft. Lauderdale, Florida, USA","Little Rock, Arkansas, USA",934,63.26086957,190.8423711,DL,40.37800687,186.789234,CO,17.35395189,175.4315842,3391
Table 6,20074,29420,51200,"Ft. Lauderdale, Florida, USA","Long Beach, California, USA",2327,214.673913,184.5447392,B6,98.48101266,183.8460823,B6,98.48101266,183.8460823,3392
Table 6,20074,29420,51210,"Ft. Lauderdale, Florida, USA","Islip/Long Island, New York, USA",1093,638.2608696,133.0629598,WN,98.85899183,132.5118174,WN,98.85899183,132.5118174,3393
Table 6,20074,29420,51410,"Ft. Lauderdale, Florida, USA","Los Angeles, California, USA",2342,1160.434783,199.7592488,AA,45.02622705,217.8632827,NK,18.56500562,127.4019475,3394
Table 6,20074,29420,51510,"Ft. Lauderdale, Florida, USA","Louisville, Kentucky, USA",896,143.1521739,193.2333257,WN,48.89901291,190.8353416,WN,48.89901291,190.8353416,3395
Table 6,20074,29420,51640,"Ft. Lauderdale, Florida, USA","Lubbock, Texas, USA",1398,10.32608696,239.3724211,AA,43.15789474,229.1214634,AA,43.15789474,229.1214634,3396
Table 6,20074,29420,52470,"Ft. Lauderdale, Florida, USA","Madison, Wisconsin, USA",1286,33.26086957,197.6403268,NW,52.94117647,204.2532716,DL,16.0130719,156.2936735,3397
Table 6,20074,29420,53970,"Ft. Lauderdale, Florida, USA","Manchester, New Hampshire, USA",1263,150.326087,173.7918077,WN,66.52205351,168.1675435,WN,66.52205351,168.1675435,3398
Table 6,20074,29420,57180,"Ft. Lauderdale, Florida, USA","Memphis, Tennessee, USA",851,176.5217391,185.9891195,NW,50.86206897,189.0864044,F9,18.96551724,160.1196104,3399
Table 6,20074,29420,57650,"Ft. Lauderdale, Florida, USA","Midland/Odessa, Texas, USA",1392,12.5,244.2341739,WN,38.26086957,251.7804546,AA,34.7826087,219.955,3400
Table 6,20074,29420,57850,"Ft. Lauderdale, Florida, USA","Milwaukee, Wisconsin, USA",1243,315.6521739,158.6379304,YX,68.21625344,158.881469,DL,10.08953168,142.9429352,3401
Table 6,20074,29420,57970,"Ft. Lauderdale, Florida, USA","Minneapolis/St.Paul, Minnesota, USA",1487,358.4782609,201.7862978,NW,60.40024257,218.6081627,FL,16.46452395,148.7124309,3402
Table 6,20074,29420,58180,"Ft. Lauderdale, Florida, USA","Mission/Mcallen, Texas, USA",1123,17.93478261,276.4411515,CO,79.39393939,278.7505344,AA,12.72727273,253.5357143,3403
Table 6,20074,29420,58520,"Ft. Lauderdale, Florida, USA","Mobile, Alabama, USA",586,12.17391304,248.3769643,DL,91.96428571,252.7392233,US,5.357142857,199.0166667,3404
Table 6,20074,29420,58700,"Ft. Lauderdale, Florida, USA","Moline, Illinois, USA",1214,34.45652174,165.7169401,FL,45.42586751,148.8872222,FL,45.42586751,148.8872222,3405
Table 6,20074,29420,59370,"Ft. Lauderdale, Florida, USA","Montgomery, Alabama, USA",571,13.15217391,217.0420661,DL,65.2892562,221.2936709,US,26.44628099,213.7446875,3406
Table 6,20074,29420,61830,"Ft. Lauderdale, Florida, USA","Myrtle Beach, South Carolina, USA",529,160.7608696,98.48407032,NK,83.84043273,89.21677419,NK,83.84043273,89.21677419,3407
Table 6,20074,29420,62860,"Ft. Lauderdale, Florida, USA","Nashville, Tennessee, USA",793,475.7608696,168.6905872,WN,83.91592415,169.1679608,DL,8.681745488,156.1513684,3408
Table 6,20074,29420,63360,"Ft. Lauderdale, Florida, USA","New Bern, North Carolina, USA",647,12.82608696,208.0795763,US,73.72881356,220.9916092,DL,22.88135593,168.5166667,3409
Table 6,20074,29420,63380,"Ft. Lauderdale, Florida, USA","Newburgh, New York, USA",1119,385.326087,131.8389647,B6,95.99435825,131.5451484,B6,95.99435825,131.5451484,3410
Table 6,20074,29420,63580,"Ft. Lauderdale, Florida, USA","New Orleans, Louisiana, USA",673,328.9130435,127.3336781,WN,80.50231329,122.0536741,FL,3.998678123,120.9199174,3411
Table 6,20074,29420,63680,"Ft. Lauderdale, Florida, USA","Newport News/Wmsburg, Virginia, USA",792,141.0869565,136.3129584,FL,85.36209553,132.2367238,FL,85.36209553,132.2367238,3412
Table 6,20074,29420,63760,"Ft. Lauderdale, Florida, USA","New York, New York, USA",1076,9189.456522,141.7680738,B6,43.9007369,150.5212052,NK,13.06790627,103.720324,3413
Table 6,20074,29420,64500,"Ft. Lauderdale, Florida, USA","Norfolk, Virginia, USA",781,165.5434783,172.2609061,WN,51.14904793,161.8428626,WN,51.14904793,161.8428626,3414
Table 6,20074,29420,65420,"Ft. Lauderdale, Florida, USA","Oakland, California, USA",2575,300.4347826,200.1095984,B6,57.67004342,193.8524843,WN,21.63531114,190.8130769,3415
Table 6,20074,29420,65840,"Ft. Lauderdale, Florida, USA","Oklahoma City, Oklahoma, USA",1218,77.06521739,209.3657264,AA,44.56981664,212.2024051,DL,18.89985896,200.6377612,3416
Table 6,20074,29420,66060,"Ft. Lauderdale, Florida, USA","Omaha, Nebraska, USA",1382,93.15217391,182.8916103,NW,19.83663944,169.9854706,WN,16.33605601,169.7266429,3417
Table 6,20074,29420,66180,"Ft. Lauderdale, Florida, USA","Ontario, California, USA",2297,84.67391304,217.3647497,DL,23.23491656,237.5344751,CO,19.12708601,194.6643624,3418
Table 6,20074,29420,66600,"Ft. Lauderdale, Florida, USA","Orlando, Florida, USA",178,634.673913,89.66068505,WN,51.58417537,98.33038845,NK,36.66723754,74.67515647,3419
Table 6,20074,29420,69380,"Ft. Lauderdale, Florida, USA","Pensacola, Florida, USA",525,82.93478261,229.0263565,DL,83.09305374,235.9695584,FL,15.33420708,189.3966667,3420
Table 6,20074,29420,69470,"Ft. Lauderdale, Florida, USA","Peoria, Illinois, USA",1145,22.82608696,151.9898571,G4,48.0952381,117.4280198,G4,48.0952381,117.4280198,3421
Table 6,20074,29420,69880,"Ft. Lauderdale, Florida, USA","Philadelphia, Pennsylvania, USA",992,1847.5,130.0834018,US,40.56009884,146.6906905,FL,18.42089781,114.4360268,3422
Table 6,20074,29420,69980,"Ft. Lauderdale, Florida, USA","Phoenix, Arizona, USA",1972,482.173913,226.2730117,US,59.31018936,228.540954,WN,11.1361587,206.9163563,3423
Table 6,20074,29420,70470,"Ft. Lauderdale, Florida, USA","Pittsburgh, Pennsylvania, USA",994,560.326087,157.2493308,US,48.39961203,185.6138036,FL,18.48690592,112.3892445,3424
Table 6,20074,29420,70630,"Ft. Lauderdale, Florida, USA","Plattsburgh, New York, USA",1336,33.47826087,155.4391558,G4,94.80519481,155.5592123,DL,4.87012987,139.2693333,3425
Table 6,20074,29420,71760,"Ft. Lauderdale, Florida, USA","Portland, Maine, USA",1332,82.39130435,177.85219,B6,38.78627968,163.0573129,B6,38.78627968,163.0573129,3426
Table 6,20074,29420,71790,"Ft. Lauderdale, Florida, USA","Portland, Oregon, USA",2693,161.6304348,219.0493679,DL,29.38802959,229.7348513,WN,14.39139207,175.174486,3427
Table 6,20074,29420,73020,"Ft. Lauderdale, Florida, USA","Providence, Rhode Island, USA",1188,498.8043478,160.9082022,WN,75.26694269,157.7215171,WN,75.26694269,157.7215171,3428
Table 6,20074,29420,74830,"Ft. Lauderdale, Florida, USA","Raleigh/Durham, North Carolina, USA",680,447.9347826,157.736462,DL,53.67629216,160.1910805,US,11.84178597,155.010082,3429
Table 6,20074,29420,75500,"Ft. Lauderdale, Florida, USA","Reno, Nevada, USA",2461,60.86956522,256.1229464,US,26.07142857,285.0923973,WN,14.46428571,218.5727161,3430
Table 6,20074,29420,75820,"Ft. Lauderdale, Florida, USA","Richmond, Virginia, USA",805,182.7173913,156.8110767,B6,46.57941701,149.3359515,B6,46.57941701,149.3359515,3431
Table 6,20074,29420,76430,"Ft. Lauderdale, Florida, USA","Roanoke, Virginia, USA",775,24.23913044,260.2664574,US,69.95515695,260.7485256,DL,21.97309417,238.1020408,3432
Table 6,20074,29420,76620,"Ft. Lauderdale, Florida, USA","Rochester, New York, USA",1184,191.5217391,144.740454,FL,53.34846765,137.6529043,DL,13.96140749,134.9268293,3433
Table 6,20074,29420,76650,"Ft. Lauderdale, Florida, USA","Rockford, Illinois, USA",1222,12.17391304,112.0326786,G4,100,112.0326786,G4,100,112.0326786,3434
Table 6,20074,29420,77850,"Ft. Lauderdale, Florida, USA","Sacramento, California, USA",2549,130.9782609,228.7133112,DL,24.39834025,218.1101361,WN,17.09543569,216.5387379,3435
Table 6,20074,29420,77960,"Ft. Lauderdale, Florida, USA","Saginaw, Michigan, USA",1224,11.52173913,184.080283,NW,99.05660377,183.6427619,NW,99.05660377,183.6427619,3436
Table 6,20074,29420,78460,"Ft. Lauderdale, Florida, USA","St. Louis, Missouri, USA",1056,333.6956522,169.0548241,WN,57.13355049,165.6738084,WN,57.13355049,165.6738084,3437
Table 6,20074,29420,79070,"Ft. Lauderdale, Florida, USA","Salt Lake City, Utah, USA",2083,187.7173913,274.7042096,DL,51.30283729,317.6461512,WN,10.82802548,205.6377005,3438
Table 6,20074,29420,79360,"Ft. Lauderdale, Florida, USA","San Antonio, Texas, USA",1145,136.0869565,212.0623962,CO,31.78913738,217.9688442,DL,10.30351438,190.2809302,3439
Table 6,20074,29420,79520,"Ft. Lauderdale, Florida, USA","San Diego, California, USA",2268,263.8043478,235.0222291,DL,22.62051916,227.6640802,CO,22.24969098,219.594463,3440
Table 6,20074,29420,79830,"Ft. Lauderdale, Florida, USA","San Francisco, California, USA",2583,280.7608696,232.1150174,DL,27.71970577,215.1740782,CO,10.72396438,202.9282672,3441
Table 6,20074,29420,80050,"Ft. Lauderdale, Florida, USA","San Jose, California, USA",2557,79.89130435,230.3286939,AA,26.80272109,251.6471574,DL,17.00680272,197.74144,3442
Table 6,20074,29420,80650,"Ft. Lauderdale, Florida, USA","Santa Ana, California, USA",2310,103.1521739,248.2173762,AA,30.03161222,257.4635088,CO,22.65542677,225.5285581,3443
Table 6,20074,29420,80690,"Ft. Lauderdale, Florida, USA","Santa Barbara, California, USA",2426,13.15217391,289.8770248,US,44.62809917,290.0311111,UA,17.3553719,253.8109524,3444
Table 6,20074,29420,82340,"Ft. Lauderdale, Florida, USA","Savannah, Georgia, USA",422,27.5,220.335336,DL,58.49802372,217.4316216,FL,10.67193676,198.3281482,3445
Table 6,20074,29420,82600,"Ft. Lauderdale, Florida, USA","Scranton/Wilkes-Barre, Pa, USA",1082,29.45652174,185.1461255,US,71.21771218,178.4274611,US,71.21771218,178.4274611,3446
Table 6,20074,29420,82630,"Ft. Lauderdale, Florida, USA","Seattle, Washington, USA",2717,313.0434783,238.0070347,DL,27.60416667,224.9615094,WN,13.09027778,204.0462069,3447
Table 6,20074,29420,83600,"Ft. Lauderdale, Florida, USA","Shreveport, Louisiana, USA",934,14.56521739,284.2628358,AA,38.05970149,293.7082353,DL,28.35820896,251.8542105,3448
Table 6,20074,29420,84300,"Ft. Lauderdale, Florida, USA","Sioux Falls, South Dakota, USA",1525,14.56521739,244.8584328,UA,33.58208955,256.7426667,DL,31.34328358,203.9785714,3449
Table 6,20074,29420,85070,"Ft. Lauderdale, Florida, USA","South Bend, Indiana, USA",1133,27.82608696,185.9423438,DL,44.140625,184.560531,UA,12.109375,175.4109677,3450
Table 6,20074,29420,85290,"Ft. Lauderdale, Florida, USA","Spokane, Washington, USA",2511,30.86956522,248.5754225,DL,31.33802817,222.3560674,DL,31.33802817,222.3560674,3451
Table 6,20074,29420,85370,"Ft. Lauderdale, Florida, USA","Springfield, Missouri, USA",1093,13.15217391,283.0940496,AA,39.66942149,293.0525,NW,12.39669422,210.7913333,3452
Table 6,20074,29420,86840,"Ft. Lauderdale, Florida, USA","Syracuse, New York, USA",1197,193.1521739,165.8412999,B6,68.09229038,162.2303884,B6,68.09229038,162.2303884,3453
Table 6,20074,29420,87620,"Ft. Lauderdale, Florida, USA","Tallahassee, Florida, USA",393,129.0217391,224.3456276,DL,98.82055602,224.7841177,DL,98.82055602,224.7841177,3454
Table 6,20074,29420,87870,"Ft. Lauderdale, Florida, USA","Tampa, Florida, USA",197,950.1086957,99.31676925,WN,87.75883766,102.8945222,NK,11.94371353,72.9337931,3455
Table 6,20074,29420,91230,"Ft. Lauderdale, Florida, USA","Traverse City, Michigan, USA",1322,14.34782609,266.237803,NW,96.96969697,266.0609375,NW,96.96969697,266.0609375,3456
Table 6,20074,29420,91940,"Ft. Lauderdale, Florida, USA","Tucson, Arizona, USA",1901,67.93478261,235.189552,CO,37.12,220.3780172,CO,37.12,220.3780172,3457
